video_id,video_name,stats.cuts_per_30s,z_score
7003323274218261790,7003323274218261790.mp4,47.872,9.144347753940256
6988492921263787300,6988492921263787300.mp4,43.083,8.156707046423291
6571001202379590925,6571001202379590925.mp4,42.827,8.103911886447442
7042127707425099016,7042127707425099016.mp4,42.308,7.996877948840153
7016544513078431006,7016544513078431006.mp4,41.735,7.878707532175459
7053608466006510880,7053608466006510880.mp4,41.283,7.7854910778430995
7016541340636941599,7016541340636941599.mp4,38.417,7.194432763425972
6588370236414627085,6588370236414627085.mp4,38.084,7.125757809238637
6966865626539379979,6966865626539379979.mp4,38.027,7.114002636900264
6831381330450861323,6831381330450861323.mp4,37.954,7.0989477670634
7017526065920789800,7017526065920789800.mp4,36.923,6.886323509504414
7050479213098388777,7050479213098388777.mp4,35.942,6.6840108066282085
7002792398082411790,7002792398082411790.mp4,35.527,6.598424902761108
6948988362430680351,6948988362430680351.mp4,35.498,6.592444201045094
7008825846341340449,7008825846341340449.mp4,34.091,6.302277052271578
3xtxwuvhuxfwda2,3xtxwuvhuxfwda2.mp4,31.964,5.863623516065984
6765832813238357251,6765832813238357251.mp4,31.579,5.784224545008555
7002787673081449741,7002787673081449741.mp4,30.732,5.609546808682209
3x2cmdj3f78srsm,3x2cmdj3f78srsm.mp4,28.955,5.243074155256098
6824790268290632968,6824790268290632968.mp4,28.814,5.21399557105065
6639931517634088200,6639931517634088200.mp4,28.399,5.12840966718355
7002783251727142174,7002783251727142174.mp4,28.197,5.086750986265106
6618027963864583427,6618027963864583427.mp4,27.644,4.9727051914735245
7008815008708611360,7008815008708611360.mp4,26.495,4.7357456648631695
7007543428665838852,7007543428665838852.mp4,25.003,4.428048873128922
6658850835998444804,6658850835998444804.mp4,24.946,4.41629370079055
6615513758447979780,6615513758447979780.mp4,24.771,4.380203259400808
6849325235796184333,6849325235796184333.mp4,24.706,4.36679823831319
6658859333775838476,6658859333775838476.mp4,24.607,4.3463813600412795
6964307997883403527,6964307997883403527.mp4,23.226,4.06157621970281
6657315189093862668,6657315189093862668.mp4,23.188,4.053739438143896
6809107490568015115,6809107490568015115.mp4,23.077,4.030847786748117
6988355283214929155,6988355283214929155.mp4,22.856,3.9852707150502162
6855968771857861895,6855968771857861895.mp4,22.361,3.883186323690663
6770980407262399752,6770980407262399752.mp4,22.113,3.832041012464059
6642473378819083527,6642473378819083527.mp4,21.939,3.7961568021679737
3xnh6ksug7tnyti,3xnh6ksug7tnyti.mp4,21.923,3.7928571046694826
6965939071847779615,6965939071847779615.mp4,21.883,3.7846078609232565
7019229281704250662,7019229281704250662.mp4,21.38,3.6808736208144586
6987756426290531624,6987756426290531624.mp4,21.333,3.671180759412642
6964369257022999849,6964369257022999849.mp4,21.29,3.662312822385449
6987628050611588367,6987628050611588367.mp4,20.454,3.4899036280893156
3xkaxd72w6rqct9,3xkaxd72w6rqct9.mp4,20.425,3.483922926373302
7012550052149349671,7012550052149349671.mp4,20.226,3.4428829387358246
7047561614614187264,7047561614614187264.mp4,20.2,3.4375209303007774
6827616334147243271,6827616334147243271.mp4,19.78,3.3509038709654
7008360046098746664,7008360046098746664.mp4,19.687,3.3317243792554234
7027850535449464076,7027850535449464076.mp4,19.643,3.322650211134574
3x2t7ggzjjt2rxy,3x2t7ggzjjt2rxy.mp4,19.626,3.3191442825424278
3xzfu98w5vd8rym,3xzfu98w5vd8rym.mp4,19.584,3.31048257660889
