video_id,video_name,stats.movement_counts.dolly_out,z_score
7028453876248399135,7028453876248399135.mp4,21.0,14.67670032652236
7033661092387720460,7033661092387720460.mp4,20.0,13.96112973613736
7055906127388658974,7055906127388658974.mp4,19.0,13.24555914575236
7026575265421610244,7026575265421610244.mp4,16.0,11.09884737459736
6897953983655136527,6897953983655136527.mp4,15.0,10.383276784212361
7045383922292641031,7045383922292641031.mp4,15.0,10.383276784212361
7041933462365883683,7041933462365883683.mp4,14.0,9.667706193827362
7037803401752677662,7037803401752677662.mp4,14.0,9.667706193827362
7027674089112341795,7027674089112341795.mp4,14.0,9.667706193827362
6990508795952713000,6990508795952713000.mp4,14.0,9.667706193827362
7051110607449263398,7051110607449263398.mp4,12.0,8.236565013057362
7002783251727142174,7002783251727142174.mp4,12.0,8.236565013057362
6956472320345066785,6956472320345066785.mp4,11.0,7.520994422672363
6958612363197041931,6958612363197041931.mp4,11.0,7.520994422672363
7028536210775723272,7028536210775723272.mp4,11.0,7.520994422672363
7037462720379211011,7037462720379211011.mp4,10.0,6.805423832287363
6906526529145081103,6906526529145081103.mp4,10.0,6.805423832287363
7055213699849538831,7055213699849538831.mp4,10.0,6.805423832287363
6824303959415557387,6824303959415557387.mp4,10.0,6.805423832287363
6906797838299090184,6906797838299090184.mp4,9.0,6.089853241902363
6988717281333251335,6988717281333251335.mp4,9.0,6.089853241902363
7024722988222123302,7024722988222123302.mp4,9.0,6.089853241902363
6997215310415662375,6997215310415662375.mp4,9.0,6.089853241902363
6865234646532132096,6865234646532132096.mp4,9.0,6.089853241902363
6872644808154844424,6872644808154844424.mp4,8.0,5.374282651517363
6858543833941101836,6858543833941101836.mp4,8.0,5.374282651517363
7008825846341340449,7008825846341340449.mp4,8.0,5.374282651517363
3xtrrhe37egsz7s,3xtrrhe37egsz7s.mp4,8.0,5.374282651517363
6988500375594749214,6988500375594749214.mp4,8.0,5.374282651517363
6988475024562720033,6988475024562720033.mp4,8.0,5.374282651517363
6806636081799286016,6806636081799286016.mp4,7.0,4.658712061132363
6804759703986425103,6804759703986425103.mp4,7.0,4.658712061132363
7049986028387568935,7049986028387568935.mp4,7.0,4.658712061132363
7014507425130761479,7014507425130761479.mp4,6.0,3.943141470747363
6958568570905201920,6958568570905201920.mp4,6.0,3.943141470747363
7000288201763982623,7000288201763982623.mp4,6.0,3.943141470747363
6898573443512552717,6898573443512552717.mp4,6.0,3.943141470747363
6988085268494552356,6988085268494552356.mp4,6.0,3.943141470747363
6958748319191452964,6958748319191452964.mp4,6.0,3.943141470747363
6910071453115337997,6910071453115337997.mp4,6.0,3.943141470747363
6824790268290632968,6824790268290632968.mp4,6.0,3.943141470747363
7005708253988506894,7005708253988506894.mp4,6.0,3.943141470747363
7019229281704250662,7019229281704250662.mp4,6.0,3.943141470747363
3xjsgikfd6fxf4m,3xjsgikfd6fxf4m.mp4,6.0,3.943141470747363
6958423364281175331,6958423364281175331.mp4,6.0,3.943141470747363
6958984117077773601,6958984117077773601.mp4,6.0,3.943141470747363
6989542437265935629,6989542437265935629.mp4,6.0,3.943141470747363
6730005569073106180,6730005569073106180.mp4,5.0,3.2275708803623635
6965901953180208423,6965901953180208423.mp4,5.0,3.2275708803623635
7054011574050147598,7054011574050147598.mp4,5.0,3.2275708803623635
