video_id,video_name,stats.avg_shot_len_sec,z_score
6893477906882874639,6893477906882874639.mp4,271.367,9.119942343431521
6892156062619749645,6892156062619749645.mp4,271.316,9.118115931844802
6891553112411196685,6891553112411196685.mp4,271.316,9.118115931844802
6893383722993782020,6893383722993782020.mp4,271.316,9.118115931844802
7042498832483028257,7042498832483028257.mp4,265.165,8.897836369689864
7039973983286054179,7039973983286054179.mp4,265.165,8.897836369689864
7034494607262059776,7034494607262059776.mp4,265.165,8.897836369689864
6925389180478442756,6925389180478442756.mp4,265.132,8.896654573957282
7031891728529394982,7031891728529394982.mp4,265.132,8.896654573957282
6922861288834075908,6922861288834075908.mp4,265.132,8.896654573957282
7060231048436665640,7060231048436665640.mp4,265.098,8.895436966232804
7060192184368221454,7060192184368221454.mp4,265.098,8.895436966232804
6859694525888122112,6859694525888122112.mp4,233.9,7.778174443047992
6950171571306695976,6950171571306695976.mp4,231.867,7.705368663522551
7047811261353987369,7047811261353987369.mp4,230.267,7.6480694764882635
6890529616985869571,6890529616985869571.mp4,215.72,7.127112430370902
7018051758337412366,7018051758337412366.mp4,209.967,6.921086040990742
7001793175912205608,7001793175912205608.mp4,206.367,6.792162870163595
6868092030178839815,6868092030178839815.mp4,202.97,6.6705095336914235
3x5sidac4zdeb99,3x5sidac4zdeb99.mp4,198.967,6.527154130130016
7033779180982603049,7033779180982603049.mp4,195.467,6.401812158492513
6907264931377286414,6907264931377286414.mp4,186.2,6.069942429588299
6854770358029995279,6854770358029995279.mp4,186.033,6.063961826941595
7029994065131277598,7029994065131277598.mp4,180.543,5.867353991430197
7028505403948420360,7028505403948420360.mp4,177.733,5.76672229420123
7028190137171430692,7028190137171430692.mp4,177.733,5.76672229420123
7027494216439811364,7027494216439811364.mp4,177.733,5.76672229420123
3xqvbqu2mwutzqm,3xqvbqu2mwutzqm.mp4,177.377,5.753973225086101
7031444334620757255,7031444334620757255.mp4,174.067,5.635435531908919
6991423203205713160,6991423203205713160.mp4,170.933,5.523200749305508
7030430491962527014,7030430491962527014.mp4,167.627,5.404806304095913
7043312251079576864,7043312251079576864.mp4,154.567,4.937101689928541
6962470014104423712,6962470014104423712.mp4,152.967,4.879802502894254
6996975047013354793,6996975047013354793.mp4,152.2,4.8523347051096914
7012377268827802895,7012377268827802895.mp4,138.867,4.374853417154596
6853626230684650755,6853626230684650755.mp4,138.767,4.371272217964954
3xakxrebxzvt9ym,3xakxrebxzvt9ym.mp4,133.834,4.194611661939867
6826694516725124363,6826694516725124363.mp4,133.834,4.194611661939867
3xkkg5828b66b6s,3xkkg5828b66b6s.mp4,132.88,4.160447021670673
3x7yb5v5zsr9iwi,3x7yb5v5zsr9iwi.mp4,127.44,3.9656297857540954
6953180044663606564,6953180044663606564.mp4,127.283,3.960007303026356
7018344678059724047,7018344678059724047.mp4,126.167,3.9200411200699405
7059265016276552992,7059265016276552992.mp4,124.994,3.8780336535754287
7031939937406553381,7031939937406553381.mp4,124.993,3.877997841583532
6993667558448696589,6993667558448696589.mp4,123.9,3.838855334440735
3xvmetj7ig58y82,3xvmetj7ig58y82.mp4,123.6,3.8281117368718056
6890842868357958927,6890842868357958927.mp4,123.033,3.80780633746653
6966971745383320847,6966971745383320847.mp4,122.542,3.7902226494453832
6986771327285726500,6986771327285726500.mp4,122.499,3.7886827337938365
7034590432021581088,7034590432021581088.mp4,121.233,3.743344752052957
