video_id,video_name,stats.movement_counts.dolly_in,z_score
7209726742934752558,7209726742934752558.mp4,18.0,11.653475952265978
7253105055149198635,7253105055149198635.mp4,15.0,9.643478497374709
7325903448317136174,7325903448317136174.mp4,14.0,8.973479345744284
6857242721631964421,6857242721631964421.mp4,13.0,8.303480194113861
7236853519255473414,7236853519255473414.mp4,11.0,6.963481890853014
7212265729310231854,7212265729310231854.mp4,11.0,6.963481890853014
7281038330848922922,7281038330848922922.mp4,10.0,6.293482739222592
7286235529442512159,7286235529442512159.mp4,10.0,6.293482739222592
7237181907174296837,7237181907174296837.mp4,9.0,5.623483587592168
7311857161766767918,7311857161766767918.mp4,9.0,5.623483587592168
7325900265675099422,7325900265675099422.mp4,9.0,5.623483587592168
7200904983003385131,7200904983003385131.mp4,9.0,5.623483587592168
7106791175994002694,7106791175994002694.mp4,9.0,5.623483587592168
7254879689276149018,7254879689276149018.mp4,8.0,4.953484435961744
7342445964902370602,7342445964902370602.mp4,8.0,4.953484435961744
7319207768722902277,7319207768722902277.mp4,8.0,4.953484435961744
7256118790000217390,7256118790000217390.mp4,8.0,4.953484435961744
7333635381662879019,7333635381662879019.mp4,8.0,4.953484435961744
7250197994299985158,7250197994299985158.mp4,7.0,4.28348528433132
7252089337947393326,7252089337947393326.mp4,7.0,4.28348528433132
7306834549990837546,7306834549990837546.mp4,7.0,4.28348528433132
7262413891647343914,7262413891647343914.mp4,7.0,4.28348528433132
7240162563835628846,7240162563835628846.mp4,7.0,4.28348528433132
7338475366828215598,7338475366828215598.mp4,7.0,4.28348528433132
7039166170712313093,7039166170712313093.mp4,7.0,4.28348528433132
7281621249598459182,7281621249598459182.mp4,7.0,4.28348528433132
7248339784886881582,7248339784886881582.mp4,7.0,4.28348528433132
7128373336266132742,7128373336266132742.mp4,6.0,3.613486132700897
7278332026778914053,7278332026778914053.mp4,6.0,3.613486132700897
7342446176408456491,7342446176408456491.mp4,6.0,3.613486132700897
7338191188232506654,7338191188232506654.mp4,6.0,3.613486132700897
7276781658496404768,7276781658496404768.mp4,6.0,3.613486132700897
7236096696013311274,7236096696013311274.mp4,6.0,3.613486132700897
6861058872870784261,6861058872870784261.mp4,6.0,3.613486132700897
7277097936985525536,7277097936985525536.mp4,6.0,3.613486132700897
6969228523412212998,6969228523412212998.mp4,6.0,3.613486132700897
7309164741044325675,7309164741044325675.mp4,6.0,3.613486132700897
7324728113659694367,7324728113659694367.mp4,6.0,3.613486132700897
7342445361165880618,7342445361165880618.mp4,6.0,3.613486132700897
7183732155959348526,7183732155959348526.mp4,6.0,3.613486132700897
7342445999140424990,7342445999140424990.mp4,6.0,3.613486132700897
7045643978904964378,7045643978904964378.mp4,6.0,3.613486132700897
7120653670114430250,7120653670114430250.mp4,6.0,3.613486132700897
7262735814474468650,7262735814474468650.mp4,6.0,3.613486132700897
7333686808426859818,7333686808426859818.mp4,5.0,2.943486981070474
7161421878190542122,7161421878190542122.mp4,5.0,2.943486981070474
7310063052341185823,7310063052341185823.mp4,5.0,2.943486981070474
7306621603058601259,7306621603058601259.mp4,5.0,2.943486981070474
7321361106348428586,7321361106348428586.mp4,5.0,2.943486981070474
7294438530015710495,7294438530015710495.mp4,5.0,2.943486981070474
