video_id,video_name,stats.avg_shot_len_sec,z_score
7062482169696128302,7062482169696128302.mp4,179.967,5.069765517256955
7302768069041163566,7302768069041163566.mp4,178.844,5.032850212538749
7265224274791648555,7265224274791648555.mp4,175.899,4.936042044778184
7258005209375427883,7258005209375427883.mp4,175.267,4.915266913360637
7069144505286626606,7069144505286626606.mp4,173.781,4.866419056894696
7055844625986129198,7055844625986129198.mp4,172.156,4.813001986398628
7306319709669215534,7306319709669215534.mp4,170.7,4.765140291234152
7322912499806784799,7322912499806784799.mp4,168.144,4.681119348349262
7100352368117566763,7100352368117566763.mp4,165.1,4.581056848293859
7326725289831124255,7326725289831124255.mp4,163.817,4.538882016634504
7237506988299734318,7237506988299734318.mp4,162.8,4.505451148514811
7240308597639384363,7240308597639384363.mp4,162.767,4.504366371083198
7105932958531374342,7105932958531374342.mp4,160.246,4.421495949716685
7127704540786199850,7127704540786199850.mp4,157.567,4.333431745495784
7338590940065451306,7338590940065451306.mp4,155.942,4.280014674999717
7223122219445161262,7223122219445161262.mp4,155.4,4.262198027486567
7274155816121355563,7274155816121355563.mp4,154.2,4.222751575427933
7099923239958318342,7099923239958318342.mp4,153.533,4.200825922492008
7097563945329855790,7097563945329855790.mp4,153.4,4.1964539407221775
6995603070617013509,6995603070617013509.mp4,150.0,4.084688993222714
7324219004246150446,7324219004246150446.mp4,149.082,4.054512457397858
7077501379081800987,7077501379081800987.mp4,148.375,4.0312719227266465
7237584818828037419,7237584818828037419.mp4,147.685,4.008590212792932
7273477937289006379,7273477937289006379.mp4,146.367,3.9652648596151985
7247300573177859370,7247300573177859370.mp4,143.577,3.8735518585788746
7076653044070403370,7076653044070403370.mp4,143.473,3.8701331660671268
7050513371543801135,7050513371543801135.mp4,140.767,3.7811814166749063
7251601745883729158,7251601745883729158.mp4,137.433,3.6715860240386675
7332478368769674504,7332478368769674504.mp4,135.267,3.600385178072833
7264860735879138566,7264860735879138566.mp4,134.92,3.5889785790192112
7234722396794604843,7234722396794604843.mp4,134.567,3.5773747477052966
7236083724834721066,7236083724834721066.mp4,133.967,3.55765152167598
7299891600870690090,7299891600870690090.mp4,133.567,3.5445027043231017
7014946218266709253,7014946218266709253.mp4,132.417,3.506699854433577
7289813932112596270,7289813932112596270.mp4,131.932,3.490756913393212
7263636177121578286,7263636177121578286.mp4,130.787,3.4531184237205994
7161069277607382315,7161069277607382315.mp4,130.573,3.4460838064368096
7245812587986832666,7245812587986832666.mp4,130.4,3.44039694293169
7251996783545650478,7251996783545650478.mp4,130.267,3.4360249611618574
7154508585286896938,7154508585286896938.mp4,128.917,3.391647702595894
7338589977921604907,7338589977921604907.mp4,128.709,3.3848103175723976
7115734341962976555,7115734341962976555.mp4,127.651,3.3500316956740352
7333390990729923882,7333390990729923882.mp4,125.857,3.291059249846377
7331236261669276974,7331236261669276974.mp4,125.708,3.2861613153824303
7326726219469311278,7326726219469311278.mp4,124.899,3.2595678322862343
7175394726290492718,7175394726290492718.mp4,124.175,3.235768472877525
7333081032591281438,7333081032591281438.mp4,123.768,3.2223895512209717
7257336478320151850,7257336478320151850.mp4,120.554,3.1167388037905965
7339829500890385695,7339829500890385695.mp4,120.3,3.108389304771519
7341194133228326146,7341194133228326146.mp4,120.12,3.102472336962724
