video_id,video_name,stats.movement_counts.dolly_out,z_score
7329504585217854728,7329504585217854728.mp4,15.0,12.052813207884403
7253105055149198635,7253105055149198635.mp4,13.0,10.395436932112744
7277097936985525536,7277097936985525536.mp4,12.0,9.566748794226914
7332799881490205958,7332799881490205958.mp4,12.0,9.566748794226914
7212265729310231854,7212265729310231854.mp4,12.0,9.566748794226914
7327259797819116833,7327259797819116833.mp4,10.0,7.909372518455256
7325903448317136174,7325903448317136174.mp4,10.0,7.909372518455256
7325273033332198702,7325273033332198702.mp4,9.0,7.080684380569426
7326647876505931014,7326647876505931014.mp4,9.0,7.080684380569426
7276781658496404768,7276781658496404768.mp4,8.0,6.251996242683598
7254879689276149018,7254879689276149018.mp4,7.0,5.423308104797768
7256118790000217390,7256118790000217390.mp4,7.0,5.423308104797768
6954378448177515782,6954378448177515782.mp4,7.0,5.423308104797768
7286235529442512159,7286235529442512159.mp4,7.0,5.423308104797768
7281038330848922922,7281038330848922922.mp4,6.0,4.59461996691194
7236096696013311274,7236096696013311274.mp4,6.0,4.59461996691194
7267959010354154798,7267959010354154798.mp4,6.0,4.59461996691194
7313291385178754347,7313291385178754347.mp4,6.0,4.59461996691194
7165157479045696774,7165157479045696774.mp4,5.0,3.7659318290261097
7165747805707865386,7165747805707865386.mp4,5.0,3.7659318290261097
7084683310345063726,7084683310345063726.mp4,5.0,3.7659318290261097
7116595147093183786,7116595147093183786.mp4,5.0,3.7659318290261097
7294438530015710495,7294438530015710495.mp4,5.0,3.7659318290261097
6896282356567592193,6896282356567592193.mp4,5.0,3.7659318290261097
7311857161766767918,7311857161766767918.mp4,5.0,3.7659318290261097
7323709660505050398,7323709660505050398.mp4,5.0,3.7659318290261097
7214089100482170113,7214089100482170113.mp4,5.0,3.7659318290261097
7288789773324438817,7288789773324438817.mp4,5.0,3.7659318290261097
7324728113659694367,7324728113659694367.mp4,5.0,3.7659318290261097
7113354387119951147,7113354387119951147.mp4,5.0,3.7659318290261097
7250197994299985158,7250197994299985158.mp4,5.0,3.7659318290261097
7258667361715113259,7258667361715113259.mp4,5.0,3.7659318290261097
7309550352146107679,7309550352146107679.mp4,4.0,2.93724369114028
7299183563436592389,7299183563436592389.mp4,4.0,2.93724369114028
6913263917158501638,6913263917158501638.mp4,4.0,2.93724369114028
7304644145694526728,7304644145694526728.mp4,4.0,2.93724369114028
7286433779818876166,7286433779818876166.mp4,4.0,2.93724369114028
7277581345709100293,7277581345709100293.mp4,4.0,2.93724369114028
7321361106348428586,7321361106348428586.mp4,4.0,2.93724369114028
7127715129600429358,7127715129600429358.mp4,4.0,2.93724369114028
7259828638676225322,7259828638676225322.mp4,4.0,2.93724369114028
7326660951997041963,7326660951997041963.mp4,4.0,2.93724369114028
7242034155968826670,7242034155968826670.mp4,4.0,2.93724369114028
7276570077028240673,7276570077028240673.mp4,4.0,2.93724369114028
7251734433043189038,7251734433043189038.mp4,4.0,2.93724369114028
7249818228778749189,7249818228778749189.mp4,4.0,2.93724369114028
6890897474123287813,6890897474123287813.mp4,4.0,2.93724369114028
7338191188232506654,7338191188232506654.mp4,4.0,2.93724369114028
7116608504693017861,7116608504693017861.mp4,4.0,2.93724369114028
7333686808426859818,7333686808426859818.mp4,4.0,2.93724369114028
