video_id,video_name,stats.movement_counts.static_shot,z_score
7196596697118559531,7196596697118559531.mp4,51.0,14.246445226413293
7215257056058658053,7215257056058658053.mp4,42.0,11.6461167041913
7322560335683128619,7322560335683128619.mp4,40.0,11.0682659214753
7256828654477479210,7256828654477479210.mp4,37.0,10.201489747401302
6954378448177515782,6954378448177515782.mp4,30.0,8.179012007895308
7280130810991332654,7280130810991332654.mp4,26.0,7.023310442463311
7337480208469003562,7337480208469003562.mp4,26.0,7.023310442463311
7280294927697956142,7280294927697956142.mp4,25.0,6.734385051105312
7277349219382431019,7277349219382431019.mp4,21.0,5.578683485673314
7273756043782491434,7273756043782491434.mp4,21.0,5.578683485673314
7336943504683207978,7336943504683207978.mp4,19.0,5.000832702957315
7074071151428816170,7074071151428816170.mp4,19.0,5.000832702957315
7256873633216335150,7256873633216335150.mp4,18.0,4.711907311599316
7286952912960507182,7286952912960507182.mp4,17.0,4.422981920241316
7275393083947388206,7275393083947388206.mp4,17.0,4.422981920241316
7306170901333069062,7306170901333069062.mp4,16.0,4.134056528883317
7304811370506161441,7304811370506161441.mp4,16.0,4.134056528883317
7288476056208674094,7288476056208674094.mp4,16.0,4.134056528883317
7290620975912209706,7290620975912209706.mp4,16.0,4.134056528883317
7312373735527386410,7312373735527386410.mp4,16.0,4.134056528883317
7323439039363992875,7323439039363992875.mp4,16.0,4.134056528883317
7341833227746708779,7341833227746708779.mp4,16.0,4.134056528883317
7279756860016708907,7279756860016708907.mp4,16.0,4.134056528883317
7276348089584127278,7276348089584127278.mp4,15.0,3.8451311375253177
7278149675532733738,7278149675532733738.mp4,15.0,3.8451311375253177
7276878408070483246,7276878408070483246.mp4,15.0,3.8451311375253177
7209725627455393067,7209725627455393067.mp4,15.0,3.8451311375253177
7253063806811704619,7253063806811704619.mp4,15.0,3.8451311375253177
7342165813027196203,7342165813027196203.mp4,15.0,3.8451311375253177
7256843725668748590,7256843725668748590.mp4,15.0,3.8451311375253177
7323437144259824939,7323437144259824939.mp4,14.0,3.5562057461673184
7322347745241779502,7322347745241779502.mp4,14.0,3.5562057461673184
7162531297846480171,7162531297846480171.mp4,14.0,3.5562057461673184
7276579184468626718,7276579184468626718.mp4,14.0,3.5562057461673184
7266639112336198954,7266639112336198954.mp4,14.0,3.5562057461673184
7279870919714131243,7279870919714131243.mp4,14.0,3.5562057461673184
7282620952683449646,7282620952683449646.mp4,13.0,3.267280354809319
7269436632854629678,7269436632854629678.mp4,13.0,3.267280354809319
7273609172900580654,7273609172900580654.mp4,13.0,3.267280354809319
7256930992164850990,7256930992164850990.mp4,13.0,3.267280354809319
7282621002205465899,7282621002205465899.mp4,13.0,3.267280354809319
7199511678671719726,7199511678671719726.mp4,12.0,2.9783549634513196
7215682837830192389,7215682837830192389.mp4,12.0,2.9783549634513196
7339572310468300075,7339572310468300075.mp4,12.0,2.9783549634513196
7224019720037567750,7224019720037567750.mp4,12.0,2.9783549634513196
7284692653789154592,7284692653789154592.mp4,12.0,2.9783549634513196
7311857161766767918,7311857161766767918.mp4,12.0,2.9783549634513196
7323436109717851434,7323436109717851434.mp4,12.0,2.9783549634513196
7322347255510437166,7322347255510437166.mp4,12.0,2.9783549634513196
7263479601836461317,7263479601836461317.mp4,12.0,2.9783549634513196
