video_id,video_name,analysis.video_analysis.confidence_score,z_score
7257329916914486571,7257329916914486571.mp4,0.8,14.158850172195114
7205401318997904667,7205401318997904667.mp4,0.8,14.158850172195114
7274484138038791470,7274484138038791470.mp4,0.8,14.158850172195114
7341194133228326146,7341194133228326146.mp4,0.8,14.158850172195114
7217585276510620970,7217585276510620970.mp4,0.8,14.158850172195114
7334352766665510177,7334352766665510177.mp4,0.8,14.158850172195114
7306666111532109086,7306666111532109086.mp4,0.7,11.309621276617948
6814483476033719558,6814483476033719558.mp4,0.7,11.309621276617948
7279111043748515115,7279111043748515115.mp4,0.7,11.309621276617948
7203183378458250501,7203183378458250501.mp4,0.7,11.309621276617948
7305639201238797573,7305639201238797573.mp4,0.6,8.460392381040784
7298094851105639681,7298094851105639681.mp4,0.5,5.61116348546362
7330290001063775521,7330290001063775521.mp4,0.5,5.61116348546362
7196038497399147822,7196038497399147822.mp4,0.5,5.61116348546362
7107941531809598725,7107941531809598725.mp4,0.5,5.61116348546362
7298564784713239850,7298564784713239850.mp4,0.5,5.61116348546362
7275499619256175918,7275499619256175918.mp4,0.5,5.61116348546362
7282799777673153835,7282799777673153835.mp4,0.3,-0.0872943056907098
7282621002205465899,7282621002205465899.mp4,0.3,-0.0872943056907098
7282620952683449646,7282620952683449646.mp4,0.3,-0.0872943056907098
7282860708792929569,7282860708792929569.mp4,0.3,-0.0872943056907098
7283188294513413409,7283188294513413409.mp4,0.3,-0.0872943056907098
7282472827326893354,7282472827326893354.mp4,0.3,-0.0872943056907098
7283194708933741830,7283194708933741830.mp4,0.3,-0.0872943056907098
7283685733330734378,7283685733330734378.mp4,0.3,-0.0872943056907098
7283896680204881159,7283896680204881159.mp4,0.3,-0.0872943056907098
7281708195339488518,7281708195339488518.mp4,0.3,-0.0872943056907098
7281675616263359787,7281675616263359787.mp4,0.3,-0.0872943056907098
7281635786603187474,7281635786603187474.mp4,0.3,-0.0872943056907098
7281621249598459182,7281621249598459182.mp4,0.3,-0.0872943056907098
7281132460119723306,7281132460119723306.mp4,0.3,-0.0872943056907098
7281115270247189806,7281115270247189806.mp4,0.3,-0.0872943056907098
7281073402121588011,7281073402121588011.mp4,0.3,-0.0872943056907098
7281038330848922922,7281038330848922922.mp4,0.3,-0.0872943056907098
7280973798122229035,7280973798122229035.mp4,0.3,-0.0872943056907098
7280921523085380870,7280921523085380870.mp4,0.3,-0.0872943056907098
7280643798793801002,7280643798793801002.mp4,0.3,-0.0872943056907098
7280623111089868078,7280623111089868078.mp4,0.3,-0.0872943056907098
7280551170190363947,7280551170190363947.mp4,0.3,-0.0872943056907098
7280294927697956142,7280294927697956142.mp4,0.3,-0.0872943056907098
7283823317339999530,7283823317339999530.mp4,0.3,-0.0872943056907098
7288896097978699038,7288896097978699038.mp4,0.3,-0.0872943056907098
7288702880536792366,7288702880536792366.mp4,0.3,-0.0872943056907098
7288583607805840645,7288583607805840645.mp4,0.3,-0.0872943056907098
7288476056208674094,7288476056208674094.mp4,0.3,-0.0872943056907098
7288404942396607775,7288404942396607775.mp4,0.3,-0.0872943056907098
7288389000128154922,7288389000128154922.mp4,0.3,-0.0872943056907098
7288054688434375937,7288054688434375937.mp4,0.3,-0.0872943056907098
7287740160157011231,7287740160157011231.mp4,0.3,-0.0872943056907098
7287690513119972638,7287690513119972638.mp4,0.3,-0.0872943056907098
