video_id,video_name,stats.movement_counts.pan_horizontal,z_score
7306834549990837546,7306834549990837546.mp4,27.0,16.104360024078023
7218913957489298694,7218913957489298694.mp4,21.0,12.443275209287048
7333635381662879019,7333635381662879019.mp4,17.0,10.0025519994264
7299183563436592389,7299183563436592389.mp4,14.0,8.172009592030914
7116608504693017861,7116608504693017861.mp4,14.0,8.172009592030914
7337480208469003562,7337480208469003562.mp4,14.0,8.172009592030914
7333663991891332395,7333663991891332395.mp4,13.0,7.561828789565752
7321361106348428586,7321361106348428586.mp4,12.0,6.951647987100589
7339941686157626656,7339941686157626656.mp4,12.0,6.951647987100589
7093216545924746542,7093216545924746542.mp4,11.0,6.341467184635427
7302467862906604842,7302467862906604842.mp4,11.0,6.341467184635427
7256118790000217390,7256118790000217390.mp4,11.0,6.341467184635427
7329967528837467435,7329967528837467435.mp4,11.0,6.341467184635427
6942936552515341573,6942936552515341573.mp4,11.0,6.341467184635427
7236096696013311274,7236096696013311274.mp4,10.0,5.731286382170265
7334761416894844202,7334761416894844202.mp4,10.0,5.731286382170265
7254422976064408834,7254422976064408834.mp4,9.0,5.121105579705103
7333874238199319815,7333874238199319815.mp4,9.0,5.121105579705103
7256828654477479210,7256828654477479210.mp4,9.0,5.121105579705103
7342949274457574702,7342949274457574702.mp4,9.0,5.121105579705103
7242034155968826670,7242034155968826670.mp4,8.0,4.51092477723994
7294438530015710495,7294438530015710495.mp4,7.0,3.900743974774778
7332799881490205958,7332799881490205958.mp4,7.0,3.900743974774778
7199511678671719726,7199511678671719726.mp4,7.0,3.900743974774778
7309164741044325675,7309164741044325675.mp4,7.0,3.900743974774778
7281038330848922922,7281038330848922922.mp4,6.0,3.290563172309616
7338475366828215598,7338475366828215598.mp4,6.0,3.290563172309616
7281621249598459182,7281621249598459182.mp4,6.0,3.290563172309616
7314308795176455470,7314308795176455470.mp4,6.0,3.290563172309616
7229787098264472878,7229787098264472878.mp4,6.0,3.290563172309616
7298613147617840427,7298613147617840427.mp4,6.0,3.290563172309616
7248339784886881582,7248339784886881582.mp4,6.0,3.290563172309616
7120567481202248965,7120567481202248965.mp4,6.0,3.290563172309616
7200904983003385131,7200904983003385131.mp4,5.0,2.680382369844454
7267815863250652421,7267815863250652421.mp4,5.0,2.680382369844454
7161421878190542122,7161421878190542122.mp4,5.0,2.680382369844454
7213732976545287430,7213732976545287430.mp4,5.0,2.680382369844454
7209725627455393067,7209725627455393067.mp4,5.0,2.680382369844454
7058335218532650286,7058335218532650286.mp4,5.0,2.680382369844454
7326660951997041963,7326660951997041963.mp4,5.0,2.680382369844454
7296878096794340640,7296878096794340640.mp4,5.0,2.680382369844454
7215415772112358698,7215415772112358698.mp4,5.0,2.680382369844454
7333470416993881387,7333470416993881387.mp4,5.0,2.680382369844454
7333633195046456622,7333633195046456622.mp4,5.0,2.680382369844454
7303654381335989534,7303654381335989534.mp4,5.0,2.680382369844454
7342165813027196203,7342165813027196203.mp4,5.0,2.680382369844454
7334437011710840106,7334437011710840106.mp4,5.0,2.680382369844454
7326994426515983658,7326994426515983658.mp4,4.0,2.070201567379292
7276781658496404768,7276781658496404768.mp4,4.0,2.070201567379292
7276899059309301034,7276899059309301034.mp4,4.0,2.070201567379292
