timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/12/05 21:27:45.700, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:27:50.703, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:27:55.705, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:28:00.706, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:28:05.708, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:28:10.710, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:28:15.711, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:28:20.713, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3147 MiB
2025/12/05 21:28:25.715, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:28:30.717, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:28:35.718, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:28:40.719, 0, NVIDIA A100-SXM4-80GB, 18 %, 6 %, 81920 MiB, 3179 MiB
2025/12/05 21:28:45.721, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:28:50.722, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:28:55.723, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:00.725, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:05.726, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:10.728, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:15.729, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:20.731, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:25.732, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:30.734, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:35.736, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:40.737, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:45.738, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:50.740, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:29:55.741, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:00.743, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:05.745, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:10.747, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:15.748, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:20.750, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:25.751, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:30.753, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:35.754, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:40.756, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:45.757, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:50.759, 0, NVIDIA A100-SXM4-80GB, 21 %, 6 %, 81920 MiB, 3179 MiB
2025/12/05 21:30:55.760, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:00.762, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:05.764, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:10.765, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:15.767, 0, NVIDIA A100-SXM4-80GB, 12 %, 4 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:20.768, 0, NVIDIA A100-SXM4-80GB, 10 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:25.770, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:30.771, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:35.773, 0, NVIDIA A100-SXM4-80GB, 22 %, 6 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:40.774, 0, NVIDIA A100-SXM4-80GB, 24 %, 2 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:45.776, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:50.777, 0, NVIDIA A100-SXM4-80GB, 7 %, 2 %, 81920 MiB, 3179 MiB
2025/12/05 21:31:55.779, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:00.780, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:05.782, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:10.783, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:15.785, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:20.786, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:25.787, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:30.789, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:35.791, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:40.792, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:45.794, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:50.795, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:32:55.796, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:00.798, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:05.799, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:10.801, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:15.803, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:20.805, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:25.806, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:30.807, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:35.809, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:40.810, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:45.811, 0, NVIDIA A100-SXM4-80GB, 1 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:50.813, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:33:55.815, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:00.816, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:05.818, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:10.819, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:15.821, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:20.822, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:25.824, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:30.826, 0, NVIDIA A100-SXM4-80GB, 18 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:35.827, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:40.829, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:45.831, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:50.832, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:34:55.834, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:00.836, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:05.838, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:10.840, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:15.842, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:20.844, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:25.845, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:30.846, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:35.848, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:40.851, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:45.852, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:50.854, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:35:55.855, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:36:00.857, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:36:05.859, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:36:10.860, 0, NVIDIA A100-SXM4-80GB, 18 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:36:15.862, 0, NVIDIA A100-SXM4-80GB, 7 %, 2 %, 81920 MiB, 3179 MiB
2025/12/05 21:36:20.864, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:36:25.865, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
2025/12/05 21:36:30.867, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3179 MiB
