section,sv_missing_rate,tt_missing_rate,sv_n,sv_mean,sv_std,sv_min,sv_p01,sv_p05,sv_p25,sv_p50,sv_p75,sv_p95,sv_p99,sv_max,tt_n,tt_mean,tt_std,tt_min,tt_p01,tt_p05,tt_p25,tt_p50,tt_p75,tt_p95,tt_p99,tt_max,ks_stat,wasserstein,group,field,kind,psi,bins,winsor_lo,winsor_hi,plot_range_lo,plot_range_hi,bin_left,bin_right,sv_pct,tt_pct,pct_diff
summary,0.0,0.0,3624.0,0.49981181015452536,0.18643826370674565,0.0,0.03669000000000001,0.174,0.378,0.519,0.624,0.79,0.90631,1.0,1991.0,0.4068704168759417,0.18751310761825676,0.0,0.042800000000000005,0.1245,0.255,0.404,0.545,0.716,0.8430999999999998,0.97,0.22750764200491616,0.09310327017938339,stats,stats.lighting.v_mean,numeric_scalar,0.25565721579142436,10.0,0.01,0.99,0.03669000000000001,0.90631,,,,,
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03669000000000001,0.237,0.09961368653421633,0.22551481667503767,0.12590113014082133
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237,0.331,0.10016556291390728,0.1511803114013059,0.051014748487398606
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331,0.415,0.09933774834437085,0.13761928679055752,0.03828153844618666
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,0.4762,0.10099337748344371,0.10497237569060773,0.0039789982071640195
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4762,0.519,0.09961368653421633,0.07835258663987946,-0.021261099894336874
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519,0.56,0.09933774834437085,0.07533902561526871,-0.02399872272910214
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.601,0.10016556291390728,0.06378704168759418,-0.036378521226313104
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.601,0.653,0.09933774834437085,0.06730286288297338,-0.032034885461397475
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.653,0.7254000000000005,0.10126931567328919,0.050226017076845805,-0.05104329859644338
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7254000000000005,0.90631,0.10016556291390728,0.045705675539929685,-0.0544598873739776
