section,sv_missing_rate,tt_missing_rate,sv_n,sv_mean,sv_std,sv_min,sv_p01,sv_p05,sv_p25,sv_p50,sv_p75,sv_p95,sv_p99,sv_max,tt_n,tt_mean,tt_std,tt_min,tt_p01,tt_p05,tt_p25,tt_p50,tt_p75,tt_p95,tt_p99,tt_max,ks_stat,wasserstein,group,field,kind,psi,bins,winsor_lo,winsor_hi,plot_range_lo,plot_range_hi,bin_left,bin_right,sv_pct,tt_pct,pct_diff
summary,0.0,0.0,3624.0,16.705310982339956,27.919754485527864,0.556,1.25492,2.07715,4.23825,7.767,15.133,60.0,133.834,271.367,1991.0,25.739729784028125,30.413346281814682,0.487,1.4274,2.7325,7.0595,13.767,31.1325,91.03899999999999,149.17379999999991,179.967,0.23047948660805856,9.997331899868392,stats,stats.avg_shot_len_sec,numeric_scalar,0.27955767601535725,10.0,0.01,0.99,1.25492,133.834,,,,,
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25492,2.6939,0.10016556291390728,0.049723756906077346,-0.05044180600782994
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6939,3.654,0.09961368653421633,0.03917629331993973,-0.0604373932142766
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.654,4.7169,0.10016556291390728,0.049723756906077346,-0.05044180600782994
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7169,6.1,0.0998896247240618,0.06730286288297338,-0.03258676184108843
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,7.767,0.09961368653421633,0.07634354595680562,-0.02327014057741071
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.767,10.030400000000002,0.10044150110375276,0.0934203917629332,-0.007021109340819565
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.030400000000002,13.902500000000009,0.10016556291390728,0.12757408337518836,0.027408520461281075
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.902500000000009,19.333,0.09961368653421633,0.10748367654445003,0.007869990010233696
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.333,38.802000000000014,0.10016556291390728,0.18935208437970869,0.0891865214658014
bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.802000000000014,133.834,0.10016556291390728,0.1998995479658463,0.09973398505193902
