timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.used [MiB]
2025/12/05 21:36:31.680, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:36:36.682, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:36:41.684, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:36:46.686, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 0 MiB
2025/12/05 21:36:51.688, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3081 MiB
2025/12/05 21:36:56.690, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3113 MiB
2025/12/05 21:37:01.692, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3113 MiB
2025/12/05 21:37:06.694, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:11.695, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:16.697, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:21.698, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:26.700, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:31.701, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:36.703, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:41.704, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:46.706, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:51.707, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:37:56.709, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:38:01.711, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
2025/12/05 21:38:06.712, 0, NVIDIA A100-SXM4-80GB, 0 %, 0 %, 81920 MiB, 3115 MiB
